numSamples,sampFreq,DIPort,DOPort,AO0,AI0,AI1,AI2,DO1,DI0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
